_id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
6443d8d770e2cbb2440e2efe,54,4,1,6,1,0,0,1,0,0,255,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2eff,55,9,0,6,1,1,1,1,0,0,362,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f00,46,2,0,5,0,0,0,1,0,0,348,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f01,59,4,0,5,0,2,0,1,0,0,386,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f02,49,3,0,5,0,0,0,1,0,0,73,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f03,54,6,0,0,1,2,0,1,0,0,230,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f04,54,3,2,0,0,0,0,1,0,0,208,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f05,55,9,0,0,1,2,0,1,0,0,336,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f06,34,1,0,1,0,0,0,1,0,0,365,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f07,52,4,0,3,0,2,0,1,0,0,1666,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f08,41,2,0,6,0,2,0,1,0,0,577,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f09,56,4,0,0,0,2,0,1,0,0,137,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f0a,58,6,3,6,0,2,0,1,0,0,366,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f0b,32,10,0,1,0,2,0,1,0,0,314,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f0c,38,2,1,4,0,0,0,1,0,0,160,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f0d,57,2,0,6,0,0,2,1,0,0,212,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f0e,44,2,0,6,1,2,0,1,0,0,188,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f0f,42,4,1,4,1,0,0,1,0,0,22,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f10,57,2,0,6,0,2,2,1,0,0,616,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f11,40,3,0,3,0,0,2,1,0,0,178,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f12,35,2,0,6,0,2,0,1,0,0,355,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f13,45,3,0,3,0,2,0,1,0,0,225,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f14,54,2,0,1,0,0,0,1,0,0,160,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f15,39,0,0,0,0,0,2,1,0,0,266,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f16,60,2,0,1,0,0,0,1,0,0,253,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f17,53,2,1,4,0,0,0,1,0,0,179,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f18,55,3,0,0,1,0,0,1,0,0,269,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f19,55,4,0,4,1,2,0,1,0,0,135,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f1a,50,6,0,6,1,0,2,1,0,0,161,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f1b,45,1,0,1,1,2,0,1,0,0,787,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f1c,55,7,0,4,1,2,2,1,0,0,145,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f1d,25,4,1,6,0,2,0,1,0,0,174,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f1e,47,10,0,6,1,0,0,1,0,0,449,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f1f,51,3,0,3,0,2,0,1,0,0,812,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f20,42,3,0,2,1,2,0,1,0,0,164,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f21,42,3,0,2,1,0,0,1,0,0,366,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f22,48,2,0,1,0,0,0,1,0,0,357,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f23,37,2,0,6,0,0,0,1,0,0,232,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f24,44,3,1,3,0,2,0,1,0,0,91,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f25,33,2,0,5,0,2,0,1,0,0,273,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f26,56,2,0,3,0,2,0,1,0,0,158,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f27,44,3,1,0,1,2,2,1,0,0,177,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f28,41,6,0,2,0,0,0,1,0,0,200,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f29,44,6,2,6,0,2,0,1,0,0,172,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f2a,47,2,0,6,1,2,0,1,0,0,176,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f2b,57,9,0,5,1,0,0,1,0,0,211,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f2c,37,2,0,6,1,2,0,1,0,0,214,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f2d,41,3,2,0,1,2,0,1,0,0,1575,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,1
6443d8d770e2cbb2440e2f2e,55,4,0,6,0,0,0,1,0,0,349,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f2f,33,1,0,1,1,2,0,1,0,0,337,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f30,55,6,0,5,1,2,0,1,0,0,272,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f31,42,3,0,3,1,0,0,1,0,0,208,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f32,50,3,0,0,1,2,0,1,0,0,193,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f33,51,3,0,0,1,1,1,1,0,0,212,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f34,38,2,0,1,1,0,0,1,0,0,165,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f35,49,10,0,6,1,2,0,1,0,0,1042,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,1
6443d8d770e2cbb2440e2f36,38,4,1,6,0,0,2,1,0,0,20,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f37,31,2,2,1,0,0,0,1,0,0,246,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f38,41,6,0,2,0,0,0,1,0,0,529,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f39,39,2,0,6,0,2,2,1,0,0,192,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f3a,49,4,0,3,0,0,0,1,0,0,1467,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,1
6443d8d770e2cbb2440e2f3b,34,2,0,1,0,2,0,1,0,0,188,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f3c,35,2,0,6,0,2,0,1,0,0,180,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f3d,57,9,0,5,1,2,0,1,0,0,48,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f3e,60,2,0,5,1,0,2,1,0,0,213,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f3f,33,7,0,3,0,0,0,1,0,0,545,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f40,42,3,0,2,0,0,2,1,0,0,583,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f41,45,1,0,4,0,2,0,1,0,0,221,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f42,42,6,0,6,0,0,0,1,0,0,426,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f43,53,2,2,6,1,0,0,1,0,0,287,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f44,37,4,1,4,0,0,0,1,0,0,197,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f45,44,3,0,2,0,0,0,1,0,0,257,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f46,54,1,0,5,0,2,0,1,0,0,229,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f47,49,3,0,0,0,0,0,1,0,0,55,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f48,54,1,0,5,0,0,0,1,0,0,400,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f49,52,2,2,6,0,0,0,1,0,0,197,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f4a,52,2,2,6,0,0,0,1,0,0,190,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f4b,43,1,1,1,1,0,0,1,0,0,21,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f4c,34,0,0,2,0,2,0,1,0,0,300,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f4d,35,2,0,1,0,2,0,1,0,0,123,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f4e,42,10,0,5,1,2,0,1,0,0,293,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f4f,43,4,0,5,1,2,2,1,0,0,325,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f50,60,5,2,6,1,0,0,1,0,0,514,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f51,58,7,0,0,1,0,0,1,0,0,849,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f52,35,1,2,1,0,2,0,1,0,0,194,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f53,55,3,0,3,1,2,0,1,0,0,212,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f54,37,6,0,6,0,0,0,1,0,0,337,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f55,36,3,0,1,0,0,0,1,0,0,286,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f56,52,2,2,6,0,0,0,1,0,0,247,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f57,57,3,2,5,1,2,0,1,0,0,518,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f58,56,2,0,5,0,2,0,1,0,0,364,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f59,48,3,2,0,1,2,0,1,0,0,178,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f5a,40,3,0,1,1,2,0,1,0,0,98,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f5b,49,3,2,1,0,0,0,1,0,0,439,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f5c,41,1,0,1,0,0,0,1,0,0,139,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f5d,45,4,0,1,0,2,0,1,0,0,79,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f5e,32,2,0,6,0,2,2,1,0,0,175,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f5f,42,2,0,6,0,0,2,1,0,0,262,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f60,50,2,0,2,0,0,0,1,0,0,61,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f61,31,4,2,4,0,2,2,1,0,0,78,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f62,56,5,0,0,0,2,0,1,0,0,102,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f63,41,4,0,4,1,2,0,1,0,0,579,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,1
6443d8d770e2cbb2440e2f64,37,3,0,2,0,2,2,1,0,0,143,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f65,41,4,0,4,1,0,0,1,0,0,677,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f66,35,3,0,5,0,2,0,1,0,0,267,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f67,37,3,0,2,0,2,0,1,0,0,345,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f68,52,6,0,6,0,0,0,1,0,0,185,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f69,39,6,2,6,0,0,0,1,0,0,207,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f6a,39,0,0,0,1,0,0,1,0,0,69,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f6b,56,3,0,0,1,0,0,1,0,0,100,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f6c,34,1,0,1,0,2,0,1,0,0,125,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f6d,45,3,0,3,1,2,0,1,0,0,461,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,1
6443d8d770e2cbb2440e2f6e,43,7,1,6,0,2,0,1,0,0,240,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f6f,56,6,0,5,0,2,0,1,0,0,70,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f70,39,6,0,6,0,2,0,1,0,0,193,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f71,53,3,0,0,0,2,0,1,0,0,136,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f72,38,9,2,1,1,2,0,1,0,0,73,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f73,42,3,0,0,1,2,0,1,0,0,528,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f74,42,3,0,0,1,0,0,1,0,0,541,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f75,35,2,1,1,0,2,0,1,0,0,338,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f76,40,2,0,6,1,2,0,1,0,0,163,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f77,51,3,0,0,0,2,0,1,0,0,87,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f78,60,3,0,3,1,0,0,1,0,0,301,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f79,56,10,0,5,1,2,0,1,0,0,46,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f7a,39,1,2,1,1,2,0,1,0,0,52,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f7b,56,10,0,5,1,0,0,1,0,0,204,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f7c,40,3,0,5,0,2,2,1,0,0,155,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f7d,36,3,0,3,0,2,2,1,0,0,98,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f7e,51,3,0,5,1,2,0,1,0,0,71,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f7f,51,3,0,5,1,0,0,1,0,0,243,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f80,43,4,1,4,0,2,0,1,0,0,186,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f81,59,1,0,1,0,0,0,1,0,0,579,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f82,24,6,1,6,0,2,0,1,0,0,165,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f83,37,3,1,3,1,2,2,1,0,0,163,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f84,40,3,0,3,1,0,0,1,0,0,46,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f85,42,3,0,3,1,0,0,1,0,0,559,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f86,39,1,2,1,1,0,0,1,0,0,2033,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f87,37,10,0,2,0,0,0,1,0,0,85,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f88,38,1,0,1,0,2,2,1,0,0,506,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f89,56,2,2,5,1,0,0,1,0,0,114,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f8a,40,3,0,5,0,0,0,1,0,0,114,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f8b,54,6,2,6,0,2,0,1,0,0,843,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f8c,43,3,0,1,1,0,2,1,0,0,181,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f8d,36,1,0,1,1,0,0,1,0,0,427,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f8e,45,4,0,6,0,2,2,1,0,0,292,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f8f,42,2,1,6,1,0,0,1,0,0,192,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f90,43,1,0,1,0,0,0,1,0,0,93,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f91,46,6,0,3,0,0,0,1,0,0,128,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f92,44,1,0,1,0,2,2,1,0,0,107,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f93,51,2,1,2,0,0,0,1,0,0,303,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f94,28,1,0,1,0,2,0,1,0,0,81,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f95,37,3,0,3,0,0,0,1,0,0,270,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f96,34,4,0,1,0,0,0,1,0,0,228,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f97,46,3,0,2,1,2,0,1,0,0,240,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f98,42,3,0,3,0,2,2,1,0,0,673,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,1
6443d8d770e2cbb2440e2f99,36,2,0,6,0,2,0,1,0,0,233,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f9a,54,3,0,0,1,0,0,1,0,0,102,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f9b,57,6,0,6,0,0,0,1,0,0,461,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f9c,51,4,0,2,1,0,0,1,0,0,250,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f9d,54,5,0,1,1,0,0,1,0,0,130,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f9e,49,3,0,0,1,0,0,1,0,0,252,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
6443d8d770e2cbb2440e2f9f,34,2,0,6,0,2,0,1,0,0,138,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
